idImpianto;Gestore;Bandiera;Tipo Impianto;Nome Impianto;Indirizzo;Comune;Provincia;Latitudine;Longitudine
17720;A.NUARA E FIGLI SRL;Pompe Bianche;Altro; XXV APRILE  AGRIGENTO;VIA XXV APRILE  92100;AGRIGENTO;AG;37.31492626;13.57138552
23780;ALFONSO DI BENEDETTO CARBURANTI LUBRIFICANTI SRL;Esso;Altro;A. Di Benedetto srl P.zza Ravanusella Ag;PIAZZALE RAVANUSELLA SNC 92100;AGRIGENTO;AG;37.31053077;13.58006924
23778;ALFONSO DI BENEDETTO CARBURANTI LUBRIFICANTI SRL;Esso;Altro;A. Di Benedetto srl Via Imera Ag;VIA IMERA 10 92100;AGRIGENTO;AG;37.31239093;13.5859131
20438;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;AGRIGENTO EX S.S.115 KM 191+222 VIL.MOSE;EX S.S.115 KM 191+222 VIL.MOSE  92100;AGRIGENTO;AG;37.27431987;13.61423634
25614;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;AGRIGENTO VIA FOSSE ARDEATINE LOC.VILLASETA;VIA FOSSE ARDEATINE LOC.VILLASETA  92100;AGRIGENTO;AG;37.29582883;13.5476115
39653;ALBA ALESSANDRO;Agip Eni;Altro;AREA SI SERVIZIO ENI;CONTRADA SAN MICHELE SNC 92100;AGRIGENTO;AG;37.33398295;13.59555826
9254;DISTEFANO CARBURANTI DI DISTEFANO FABIO E C. S.A.S.;Q8;Strada Statale;BAR DELLA VALLE;Statale 640 di Porto Empedocle, Km. 10, dir. AG CL 92100;AGRIGENTO;AG;37.31145034;13.60864878
27962;NOBILE OIL GROUP S.P.A.;Agip Eni;Altro;Eni - Via Imera;VIA IMERA SN 92100;AGRIGENTO;AG;37.31670576;13.58079404
21524;NOBILE OIL GROUP S.P.A.;Agip Eni;Altro;ENI - Vill. Mosè;VIA LEONARDO SCIASCIA SN 92100;AGRIGENTO;AG;37.2711799;13.6267215
24949;ERRIU ENRICO;Agip Eni;Altro;ERRIU ENRICO;VIA FRANCESCO CRISPI 12 92100;AGRIGENTO;AG;37.30823493;13.58657737
14565;PETROLCOKE ENERGY S.R.L.;Esso;Altro;esso AGRIGENTO ;VIA GIOENI 292 92100;AGRIGENTO;AG;37.31487182;13.58139644
21198;IL MOLO S.R.L.;Pompe Bianche;Altro;il molo srl;LUNGOMARE FALCONE BORSELLINO 2, 92100;AGRIGENTO;AG;37.2631384;13.5790455
12774;DI BENEDETTO CARBURANTI S.R.L.;Api-Ip;Altro;IP VILLASETA;VILLASETA S.S.115 KM 186,225;AGRIGENTO;AG;37.29331979;13.56977686
4635;A.NUARA E FIGLI SRL;Lukoil;Strada Statale;Nuara - V.le Leonardo Sciascia - Vill. Mosè;Statale 115 dir Sud Occidentale Sicula, Km. 190+700, dir. Siracusa 92100;AGRIGENTO;AG;37.27701951;13.61050218
8265;A.NUARA E FIGLI SRL;Pompe Bianche;Strada Statale;Nuara Via Leonardo Sciascia Km 191 + 450;Statale 115 dir Sud Occidentale Sicula, Km. 191 +450, dir. Agrigento 92100;AGRIGENTO;AG;37.27119698;13.62086356
28277;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;QUADRIVIO SPINANSANTA - AGRIGENTO;QUADRIVIO SPINANSANTA  92100;AGRIGENTO;AG;37.3191983;13.58106953
25473;PETROLCOKE ENERGY S.R.L.;SP Energia Siciliana;Altro;sp energia siciliana;c/da averna, giardina gallotti sn 92100;AGRIGENTO;AG;37.3526847;13.51844072
17803;A.NUARA E FIGLI SRL;Pompe Bianche;Altro;VIA PETRARCA ;VIA PETRARCA  92100;AGRIGENTO;AG;37.30192581;13.58853383
38171;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Giap;Altro;VIA PETRARCA AGRIGENTO;VIA PETRARCA  92100;AGRIGENTO;AG;37.30377723;13.58625422
17810;A.NUARA E FIGLI SRL;Pompe Bianche;Altro;VIA PETRARCA SN;VIA PETRARCA SN 92100;AGRIGENTO;AG;37.29816468;13.58978882
17801;A.NUARA E FIGLI SRL;Pompe Bianche;Altro;VIALE SICILIA CONTRADA FONTANELLE;CONTRADA FONTANELLE  92100;AGRIGENTO;AG;37.32621305;13.59184608
20497;CIARAVELLA GIUSEPPE VALERIO;Q8;Strada Statale;Q8;Statale 118 Corleonese Agrigentina, Km. 93+63, dir. nord;ALESSANDRIA DELLA ROCCA;AG;37.56170014;13.45151693
28848;MELI ALFONSO;Q8;Altro;Q8;VIA ROMA  196 92021;ARAGONA;AG;37.40059799;13.61762747
11161;RIZZO GIOVANNI;Q8;Altro;stazione di servizio rizzo giovanni;VIA S.LA ROSA 135 92021;ARAGONA;AG;37.39549427;13.62118205
32468;CAFE' VALI' DI CARBONE R. E MANISCALCO R. E C. S.N.C.;Esso;Altro;Esso Cafe Vali;via FEDERICO II DI SVEVIA snc 92010;BIVONA;AG;37.61466658;13.43551956
16211;FALCO CARBURANTI S.A.S. DI GIUSEPPA  FALCO & C.;Agip Eni;Altro;FALCO CARBURANTI SAS;VIA TRIOCOLA 2 92010;CALTABELLOTTA;AG;37.57559475;13.22045397
30714;INCARDONA CARBURANTI DI BORDINO CROCIFISSA & C. S.A.S.;Tamoil;Strada Statale;INCARDONA CARBURANTI;Statale 410 di Naro, Km. 16+705, dir. naro 92020;CAMASTRA;AG;37.26309357;13.79327144
26491;URSO GIOVANNI BATTISTA;Q8;Altro;Q8;CORSO VITTORIO VENETO 297 92020;CAMASTRA;AG;37.25732353;13.79105911
7842;ELIOGEST DI TRAINA MARCELLO E GIAMBRONE AUSILIA & C. SOCIETA' IN IN ACCOMANDITA SEMPLICE.;Agip Eni;Strada Statale;ENI STATION CAMMARATA;Statale 189 della Valle del Platani, Km. 18+760, dir. AGRIGENTO-PALERMO 92022;CAMMARATA;AG;37.66139284;13.66821527
28169;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Giap;Altro;VIA SAN FRANCESCO CAMMARATA;VIA SAN FRANCESCO  92022;CAMMARATA;AG;37.63157971;13.63872812
14853;CIOTTA MICHELE;Esso;Altro;ciotta michele;PIAZZA MARCONI  92023;CAMPOBELLO DI LICATA;AG;37.26096035;13.91801275
20349;PATTI GIOVANNI;Q8;Altro;Distributore Q8 Patti Giovanni;VIA EDISON SNC 92023;CAMPOBELLO DI LICATA;AG;37.26530654;13.91839899
23777;ALFONSO DI BENEDETTO CARBURANTI LUBRIFICANTI SRL;Agip Eni;Altro;A. Di Benedetto srl V.le C. Alberto Canicatti;VIALE CARLO ALBERTO SNC 92024;CANICATTI';AG;37.36246631;13.85553272
9408;DI BENEDETTO FABIO;Q8;Altro;Di Benedetto Fabio;CONTRADA MADONNA AIUTO SS 122 KM 35,9 92024;CANICATTI';AG;37.38011552;13.8468504
37070;GANGI PIETRO ANTONIO;Agip Eni;Altro;ENI 09822;VIALE DELLA VITTORIA 41 92024;CANICATTI';AG;37.3529623;13.84448603
37104;CUMMO SALVATORE;Esso;Altro;Esso Cummo Petroli;VIA REGINA ELENA S.N. 92024;CANICATTI';AG;37.35695334;13.85124007
31425;PETROLSERVICES S.A.S. DI RICCARDO DI BENEDETTO & C.;Giap;Altro;GIAP;via Vittorio Emanuele 156 92024;CANICATTI';AG;37.36153254;13.85412822
34101;GRM DI MARCHESE RAGONA GIUSEPPE S.A.S.;Pompe Bianche;Strada Statale;GRM SAS;Statale 122 Agrigentina, Km. 27+030, dir. AGRIGENTO 92024;CANICATTI';AG;37.36224201;13.78874637
29965;DI BENEDETTO CARBURANTI S.R.L.;Pompe Bianche;Altro;I.D.C. Canicatti' , Viale Giudice Saetta ;Viale Giudice Saetta   92024;CANICATTI';AG;37.35221353;13.83216938
13093;DI BENEDETTO RICCARDO;Esso;Altro;Riccardo Di Benedetto;VIA CALVI (ANGOLO VIA CAP. MAIRA), 92024;CANICATTI';AG;37.35378189;13.84777844
16277;SUD - PETROLI S.A.S. DI CAICO GIACINTO;Esso;Altro;SUD PETROLI;VIALE DELLA VITTORIA SN., 92024;CANICATTI';AG;37.35217013;13.84087604
40181;;Q8;Altro;Q8 Casteltermini ;Via Trento   92025;CASTELTERMINI;AG;37.54200445;13.64644501
30771;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Giap;Altro;S.P. 20 KM 19+780 CASTELTERMINI;S.P. 20 KM 19+780  92025;CASTELTERMINI;AG;37.54271306;13.65273088
39567;SA.RA. S.A.S. DEL DR. RACALBUTO ANTONINO & CO;Pompe Bianche;Strada Statale;SA.RA SAS di Racalbuto Antonino & co;122 Agrigentina, Km. 23+795, CASTROFILIPPO 92020;CASTROFILIPPO;AG;37.34952226;13.7595056
18512;MICELI MICHELINA;Pompe Bianche;Altro;Pompa Bianca;VIA ORETO SN, 92011  92011;CATTOLICA ERACLEA;AG;37.44098465;13.39087667
22153;AGOZZINO PASQUALE;SP Energia Siciliana;Altro;SP ENERGIA SICILIANA;VIA ENNA  92011;CATTOLICA ERACLEA;AG;37.44087787;13.39104049
9498;DP FUEL DI D'ANNA FRANCESCO & C. SNC;Q8;Altro;DP FUEL DI D'ANNA FRANCESCO & C. SNC;STRADA STATALE 118 CORSO NAZIONALE 1 92012;CIANCIANA;AG;37.51986049;13.4361814
23772;DBS SERVIZI PETROLIFERI S.R.L.;Esso;Altro;DBS Serv.Petr. srl COMITINI; SS 189 KM 47+690 SN 92020;COMITINI;AG;37.44518564;13.65965551
25077;A.NUARA E FIGLI SRL;Pompe Bianche;Strada Statale;CONTRADA BURRAITI SS 115 KM 197+435;Statale 115 Sud Occidentale Sicula, Km. KM 197+435, dir. FAVARA 92026;FAVARA;AG;37.24745396;13.66755813
21532;CASTRONOVO FILIPPO;Agip Eni;Altro;ENI;VIA CAP. CALLEA SNC 92026;FAVARA;AG;37.32455051;13.66298456
4112;DI NOLFO MARIA CARBURANTI S.A.S.;Agip Eni;Altro;Eni 55029 - Di Nolfo Maria Carburanti Sas;VIA NENNI S.S 122 KM.11+870 S.N. 92026;FAVARA;AG;37.32118994;13.66580129
14269;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;FAVARA CORSO VITTORIO VENETO;CORSO VITTORIO VENETO  92026;FAVARA;AG;37.30828357;13.65822984
8015;FLOAN S.R.L.;Q8;Altro;FLOAN S.R.L.;C.da San Benedetto S.P. 15  92026;FAVARA;AG;37.35069028;13.61182988
33037;LIMBLICI ANTONIO;Q8;Altro;Limblici Antonio;VIA ALDO MORO 97 92026;FAVARA;AG;37.3064264;13.64847104
33022;MENDOLIA ANTONIO;Pompe Bianche;Altro;mendolia antonio;SP85 sn 92026;FAVARA;AG;37.34720422;13.67678586
4631;A.NUARA E FIGLI SRL;Pompe Bianche;Strada Statale;Nuara - San Benedetto, Agrigento;Statale 189 della Valle del Platani, Km. 61+400, dir. Palermo 92026;FAVARA;AG;37.34813843;13.61624479
39716;PETROLCOKE ENERGY S.R.L.;SP Energia Siciliana;Altro;PETROLCOKE ENERGY SRL FAVARA BANDIERA SP;VIA IV NOVEMBRE 47 92026;FAVARA;AG;37.30941098;13.65656953
35079;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Lukoil;Altro;PIAZZA DELLA VITTORIA - FAVARA;PIAZZA DELLA VITTORIA  92026;FAVARA;AG;37.31943263;13.66093609
13225;SCARIANO BENEDETTA;SP Energia Siciliana;Altro;SP ENERGIA SICILIANA;VIA FRANCESCO CRISPI 101 92026;FAVARA;AG;37.32028122;13.66374866
17715;A.NUARA E FIGLI SRL;Lukoil;Altro;SP N.3 KM 13+300 FAVARA;STRADA PROVINCIALE N. 3 KM 13+300  92026;FAVARA;AG;37.36124387;13.64222601
12786;DI BENEDETTO CARBURANTI S.R.L.;Api-Ip;Altro;IP JOPPOLO GIANCAXIO;CONTRADA BORSELLINO STRADA COMUNALE 34-36, 92010;JOPPOLO GIANCAXIO;AG;37.35776541;13.55686531
26359;COSTANZO ROSARIO;Pompe Bianche;Altro;Ditta Costanzo Rosario Distributore Carburanti;CONTRADA GUITGIA snc 92010;LAMPEDUSA E LINOSA;AG;35.50090522;12.60156255
39889;NAUTILUS MARINE S.R.L.;Pompe Bianche;Altro;NAUTILUS MARINE SRL;LOCALITA' POZZOLANA SN 92010;LAMPEDUSA E LINOSA;AG;35.8635771;12.85238653
24796;PETROL SERVICE LAMPEDUSA S.R.L.;Pompe Bianche;Altro;PETROL SERVICE LAMPEDUSA S.R.L;Via LungoMare Luigi Rizzo   ;LAMPEDUSA E LINOSA;AG;35.49955512;12.60646839
12369;DI BENEDETTO CARBURANTI S.R.L.;Esso;Altro; ESSO LICATA, VIA PALMA;VIA PALMA 320 92027;LICATA;AG;37.11150065;13.92159551
27202;ALAIMO AMEDEO ANGELO;Esso;Altro;ALAIMO;PIAZZA LINARES 00 92027;LICATA;AG;37.10264903;13.94013178
12667;LIOTTA MARIA ROSA E CO. S.A.S.;Agip Eni;Altro;ENI-LIOTTA MARIA ROSA &CO SAS;VIA GELA (RIFORNIMENTO AGIP)  92027;LICATA;AG;37.10982732;13.9517355
20954;DE CARO AGOSTINO;Esso;Altro;Esso Tiger Bar;Via Gela s.n.c.;LICATA;AG;37.11468635;13.95988405
11336;GRACI ROSARIO;Giap;Altro;GIAP;CORSO UMBERTO 117 92027;LICATA;AG;37.1033572;13.94062372
37083;SICILPETROLI S.R.L.;Pompe Bianche;Strada Statale;Sicilpetroli SRL LICATA;115 dir Sud Occidentale Sicula, Km. 231+927, Siracusa 92027;LICATA;AG;37.12048664;13.94674525
8898;RADOSTA CARBURANTI DI FILIPPO RADOSTA E C.-S.A.S.;Q8;Altro;STAZIONE DI SERVIZIO - RADOSTA CARBURANTI;VIA PALERMO S.S.386  92010;LUCCA SICULA;AG;37.59076913;13.29104304
23779;ALFONSO DI BENEDETTO CARBURANTI LUBRIFICANTI SRL;Esso;Altro;A. Di Benedetto srl Via del Serpente Menfi Ag;VIA DEL SERPENTE SNC, 92013;MENFI;AG;37.60656371;12.95824032
27408;BONFANTE ANTONINO;Agip Eni;Altro;ENI;C/da Mandrozzi Ex SS 115 sn 92013;MENFI;AG;37.59580306;12.97282308
25814;PETROL AGRICOLTURA  S.R.L.;Esso;Strada Statale;ESSO;Statale 188 Centro Occidentale Sicula, Km. 72+661, dir. CASTELVETRANO 92010;MONTEVAGO;AG;37.70591636;12.98097834
14967;SCIROTTA  S.A.S. DI ACCIDENTI GIUSEPPE;Q8;Altro;scirotta s.a.s;PIAZZA VESPUCCI null,   92010;MONTEVAGO;AG;37.70348584;12.99123243
15744;CAMMARATA RENATO;Pompe Bianche;Strada Statale;cammarata renato;Statale 123 di Licata, Km. 8+934, dir. licata 92028;NARO;AG;37.30515898;13.91543046
28246;PACINELLA CALOGERO;Q8;Altro;Q8;PIAZZA CRISPI snc 92028;NARO;AG;37.2948318;13.79222855
12021;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Giap;Altro;V.UMBERTO I NARO;VIALE UMBERTO I  92028;NARO;AG;37.29438302;13.79568059
14343;CATANIA NICOLA;Agip Eni;Altro;eni;Viale Pirandello 2 ;PALMA DI MONTECHIARO;AG;37.18920008;13.77120069
27393;INCARDONA S.R.L.;Pompe Bianche;Strada Statale;INCARDONA;Statale 115 dir Sud Occidentale Sicula, Km. 115, dir. SUD 92020;PALMA DI MONTECHIARO;AG;37.18339977;13.76892418
17121;SINAGRA PAOLO;Esso;Altro;DISTRIBUTORE ESSO DI SINAGRA PAOLO;VIA UMBERTO1 1 92014;PORTO EMPEDOCLE;AG;37.2891327;13.53038192
33237;NUARA PASQUALE;Agip Eni;Strada Statale;Nuara Pasquale ;Statale 115 dir Sud Occidentale Sicula, Km. 179+640, dir. Trapani 92014;PORTO EMPEDOCLE;AG;37.293741;13.50856323
16610;MORREALE VINCENZO;Q8;Altro;Q8;VIA E.MAIORANA SN 92020;RACALMUTO;AG;37.40828115;13.70416827
35504;RIZZO CONCETTA;Q8;Altro;Q8 PETROLEUM ITALIA;CONTRADA MALATI SN 92020;RACALMUTO;AG;37.40380558;13.73873055
18601;MATTINA GIUSEPPE;Tamoil;Altro;tamoil;VIA GARIBALDI  92020;RACALMUTO;AG;37.41100287;13.7284702
10302;ANGELO CUFFARO S.R.L.;Esso;Altro;Angelo Cuffaro s.r.l.;VIA F.16 60 92015;RAFFADALI;AG;37.39378646;13.53235871
10299;CUFFARO ANGELO;Esso;Altro;Cuffaro Angelo;VIA PORTA AGRIGENTO 134 92015;RAFFADALI;AG;37.39707362;13.5348089
9373;ALONGE LUIGI & C. S.A.S. DI ALONGE GERLANDO;Q8;Strada Statale;q8;Statale 118 Corleonese Agrigentina, Km. 134, dir. agrigento 92015;RAFFADALI;AG;37.3903939;13.53224069
13200;F.LLI LA MARCA S.A.S. DI LA MARCA GIROLAMO E CALOGERO & C.;Agip Eni;Altro;ENI;CORSO GARIBALDI  92020;RAVANUSA;AG;37.26516394;13.97029566
32155;EUROIL S.R.L.S.;Pompe Bianche;Altro;EUROIL SRLS CARBURANTI - GPL;VIALE ALDO MORO SN 92029;RAVANUSA;AG;37.26385493;13.95851011
16232;LA MARCA SALVATORE & C. S.N.C.;Pompe Bianche;Altro;pit stop;VIA OLIMPICA 8 92029;RAVANUSA;AG;37.26478228;13.97091731
33436;DAINA PALERMO GIOVANNI;Agip Eni;Altro;ENI 19826;VIA S.S.115 KM 170  92010;REALMONTE;AG;37.33127879;13.4309873
33762;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Giap;Altro;VIA RINA REALMONTE;VIA RINA  92010;REALMONTE;AG;37.31230558;13.46667409
26796;F.LLI TURANO S.A.S. DI TURANO GIOACCHINO  & C.;Agip Eni;Altro;agip/eni;VIA CIRCONVALLAZIONE SN 92016;RIBERA;AG;37.49448824;13.26387469
21179;COCCHIARA ALESSANDRA & C. S.A.S.;Esso;Altro;Cocchiara Alessandra e C. s.a.s.;Viale Garibaldi 4 92016;RIBERA;AG;37.50187926;13.26314136
22548;MARABELLA S.A.S DI MARABELLA ANGELO & C.;Q8;Altro;Q8 MARABELLA SAS;VIA  CIRCONVALLAZIONE;RIBERA;AG;37.49379391;13.26482177
21565;MARABELLA S.A.S DI MARABELLA ANGELO & C.;Q8;Altro;Q8MARABELLA;CORSO UMBERTO , 92016;RIBERA;AG;37.50502973;13.27382058
26904;RIBERA 96  S.A.S. DI  MICELI  ANNA  &  C.;Agip Eni;Altro;Ribera 96 sas;VIA CAMPO SPORTIVO 230 92016;RIBERA;AG;37.49843621;13.26864939
20966;LO RASO STEFANIA;Esso;Altro;stazione esso di lo raso stefania;VIA CIRCONVALLAZIONE 3 92016;RIBERA;AG;37.49812237;13.25871572
9474;MAGGIO ANTONIO;Esso;Altro;Distributore Esso;Via E. Berlinguer 109 92017;SAMBUCA DI SICILIA;AG;37.64462709;13.1071994
9989;GANDOLFO MICHELE;Agip Eni;Altro;eni gandolfo;CORSO UMBERTO I  92017;SAMBUCA DI SICILIA;AG;37.64474614;13.10755271
24719;CAPODICASA SALVATORE;Pompe Bianche;Altro;CAPODICASA SALVATORE;PIAZZA MAROTTA  92020;SAN BIAGIO PLATANI;AG;37.51037739;13.52652703
12558;PANEPINTO SALVATORE;Esso;Altro;esso italiana;VIA UMBERTO I 179 92020;SAN GIOVANNI GEMINI;AG;37.6275834;13.63997966
27728;MARINO CALOGERA;Agip Eni;Altro;IMPIANTO ENI;VIA UMBERTO 37 92018;SANTA MARGHERITA DI BELICE;AG;37.69015682;13.02273966
35501;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Giap;Altro; VIA ATTARDI SANTO STEFANO QUISQUINA;VIA L. ATTARDI  23 92020;SANTO STEFANO QUISQUINA;AG;37.62675832;13.48896526
9049;M.G. DI GIAMBARTINO FILIPPO E C.-S.N.C.;Api-Ip;Strada Statale;IP;Statale 118 Corleonese Agrigentina, Km. 77+600, dir. AGRIGENTO 92020;SANTO STEFANO QUISQUINA;AG;37.63250652;13.47530276
38277;VEVIN  SOCIETA' A   RESPONSABILITA' LIMITATA;Q8;Strada Statale;qp;Statale 118 Corleonese Agrigentina, Km. 74,385, dir. PA 92020;SANTO STEFANO QUISQUINA;AG;37.6260626;13.49407017
20045;SERVIZI E GESTIONI ZENIT S.R.L. IN SIGLA - ZENIT S.R.L.;Agip Eni;Altro;C.DA FOGGIA SCIACCA;C.DA FOGGIA  92019;SCIACCA;AG;37.50804259;13.05227561
34517;CURRERI GIUSEPPE;Curreri Carburanti;Altro;CURRERI CARBURANTI;VIALE LEONARDO SCIASCIA 1/E 92019;SCIACCA;AG;37.51038303;13.06691943
15841;DI. GA.  DI DI PAOLA MARIO & C. S.N.C.;Q8;Altro;Di.Ga. Erg  Sciacca;VIA  POMPEI 2 92019;SCIACCA;AG;37.52361308;13.07381898
18418;PETROLI SCIACCA DI MAGGIO ACCURSIO & C. S.A.S.;Agip Eni;Altro;ENI;via Figuli s/n 92019;SCIACCA;AG;37.50628533;13.09003294
8844;CUSUMANO CARBURANTI S.A.S. DI STEFANO CUSUMANO & C.;Agip Eni;Strada Statale;ENI AGIP;Statale 115 dir Sud Occidentale Sicula, Km. 105+282, dir. Menfi - Palermo 92019;SCIACCA;AG;37.55335739;13.04344967
13459;CUSUMANO CARBURANTI S.A.S. DI STEFANO CUSUMANO & C.;Agip Eni;Altro;ENI AGIP;VIA CAPPUCCINI  92019;SCIACCA;AG;37.51571269;13.07749442
13471;CUSUMANO CARBURANTI S.A.S. DI STEFANO CUSUMANO & C.;Agip Eni;Altro;ENI AGIP;VIA DANTE ALIGHIERI  92019;SCIACCA;AG;37.50797614;13.07387412
16376;TRIPODI FRANCESCO;Esso;Altro;Stazione di servizio Esso di F.sco Tripodi;VIA CAPPUCCINI 153 92019;SCIACCA;AG;37.5174029;13.07675144
20789;LO RASO ANTONINO;Esso;Altro;stazione di servizio esso di lo raso antonino;CONTRADA SCARETO  92019;SCIACCA;AG;37.5088569;13.07763308
12200;SCIACCA OIL DI LA PORTA MARIA;TaOil;Altro;TaOil ;VIA LIONI SN 92019;SCIACCA;AG;37.52008599;13.07728171
36419;F.LLI PIRRERA DI PIRRERA SALVATORE E PIRRERA ANGELO-S.N.C.;Pompe Bianche;Altro;GP GREEN POWER EX Q8;VIA ROMA 149 92010;SICULIANA;AG;37.33632244;13.42570402
29421;T.D.M. S.R.L.;Tamoil;Altro;3914;via De Gasperi  15011;ACQUI TERME;AL;44.67313734;8.477373719
30244;IP SERVICES S.R.L.;Api-Ip;Altro;ACQUI TERME - MATTEOTTI;PIAZZA MATTEOTTI 54 15011;ACQUI TERME;AL;44.67308608;8.4663149
6407;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;ACQUI TERME CORSO DIVISIONE ACQUI 110;CORSO DIVISIONE ACQUI 110 15011;ACQUI TERME;AL;44.67636581;8.459729864
39340;BERTORA CINZIA;Retitalia;Altro;Bertora Cinzia;Via Fatebenefratelli 15 15011;ACQUI TERME;AL;44.6792014;8.451370373
10022;COLLINO E C.- S.P.A.;Pompe Bianche;Altro;DISTRIBUTORE HELP;VIA CASSAROGNA 30 15011;ACQUI TERME;AL;44.66895866;8.458921033
39625;L'OASI  S.A.S. DI BARONE SALVATORE & C.;Agip Eni;Altro;ENI CAFE';VIALE LUIGI EINAUDI 5 15011;ACQUI TERME;AL;44.66493838;8.472867785
32191;FRATELLI OLIVIERI BRUNO E RICCARDO S.N.C.;Api-Ip;Altro;IP;VIA ACQUEDOTTO ROMANO 98 15011;ACQUI TERME;AL;44.6634499;8.468254694
39621;BARONE SALVATORE;Agip Eni;Altro;OASI;VIA CIRCONVALLAZIONE 15 15011;ACQUI TERME;AL;44.66901574;8.481220283
39620;BARONE SALVATORE;Pompe Bianche;Altro;OASI;VIA CIRCONVALLAZIONE 15 15011;ACQUI TERME;AL;44.66901574;8.481220283
38859;BERRY SERVICE DI PONZANO MAURIZIO;Oil Italia;Altro;Oil Italia;C.so Divisione Acqui 47 15011;ACQUI TERME;AL;44.67632718;8.463223055
25112;BECCARIA S.R.L. - SOCIETA' A RESPONSABILITA' LIMITATA;Q8;Altro;PV Acqui Terme;Stradale Savona - Loc. Madonnalta 86 15011;ACQUI TERME;AL;44.67579835;8.446408211
34628;SEVERINO MASSIMO;Agip Eni;Altro;SEVERINO MASSIMO;VIA NIZZA 152 15011;ACQUI TERME;AL;44.68021696;8.472892784
34629;SEVERINO MASSIMO;Agip Eni;Altro;SEVERINO MASSIMO;CORSO DIVISIONE ACQUI 26 15011;ACQUI TERME;AL;44.67656844;8.464701593
30525;T.D.M. S.R.L.;Tamoil;Altro;7630;via Casalbagliano 54 13100;ALESSANDRIA;AL;44.89691516;8.587306067
34364;T.D.M. S.R.L.;Tamoil;Altro;8001;VIA SPALTO BORGOGLIO  13100;ALESSANDRIA;AL;44.90697132;8.611458689
5512;GESTIONI EUROPA S.p.A.;Total Erg;Altro;ALESSANDRIA;Via Giordano Bruno 69 15121;ALESSANDRIA;AL;44.9199334;8.595036822
5767;TotalErg SpA;Total Erg;Altro;ALESSANDRIA;S.S. 30 KM 3+320 snc 15100;ALESSANDRIA;AL;44.88665041;8.614796915
7292;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;ALESSANDRIA - CC PANORAMA;C/O CC PANORAMA SN 15121;ALESSANDRIA;AL;44.90220487;8.630873859
30831;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;ALESSANDRIA - FZ.SPINETTA MARENGO SS. 10;FZ.SPINETTA MARENGO SS. 10  15047;ALESSANDRIA;AL;44.89381113;8.672091365
38868;IP SERVICES S.R.L.;Api-Ip;Altro;ALESSANDRIA - S.S.30;S.S. 30 KM. 3.295 SNC 15121;ALESSANDRIA;AL;44.88638436;8.615406398
20730;GESTIONI EUROPA - SOCIETA' PER AZIONI;Total Erg;Altro;ALESSANDRIA ACQUI;C.SO ACQUI  15121;ALESSANDRIA;AL;44.8912632;8.589333147
6405;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;ALESSANDRIA CASALCERMELLI   IMP.Q8;CASALCERMELLI  IMP.Q8 SNC 15100;ALESSANDRIA;AL;44.88842784;8.598518372
34564;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;ALESSANDRIA LUNGO TANARO SOLFERINO;LUNGO TANARO SOLFERINO  15121;ALESSANDRIA;AL;44.91975809;8.61312792
4636;NUOVA SIDAP  S.R.L.;Esso;Altro;Alessandria Oil;VIA GIORDANO BRUNO 67 15100;ALESSANDRIA;AL;44.91930015;8.596579134
11454;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;ALESSANDRIA-LOC ASTUTI SS 10 KM 90+300;LOC ASTUTI SS 10 KM 90+300 S/N 15122;ALESSANDRIA;AL;44.92146012;8.579308047
29187;ACI-SERVIZI ALESSANDRIA S.R.L.;Api-Ip;Altro;Api ;Corso F. Cavallotti 19 15121;ALESSANDRIA;AL;44.91248032;8.608011281
35836;P. & P. S.R.L.;Pompe Bianche;Strada Statale;Astuti;Statale 10 Padana Inferiore, Km. 88+273, dir. Torino 15122;ALESSANDRIA;AL;44.92151903;8.550657704
30279;BRAGAS S.R.L.;Pompe Bianche;Altro;Bragas - Alessandria via Casalcermelli;VIA CASALCERMELLI 100 15121;ALESSANDRIA;AL;44.89143863;8.601646875
30280;BRAGAS S.R.L.;Pompe Bianche;Altro;Bragas - Alessandria via G. Bruno;VIA GIORDANO BRUNO 65 15121;ALESSANDRIA;AL;44.91903121;8.597284555
