idImpianto;Gestore;Bandiera;Tipo Impianto;Nome Impianto;Indirizzo;Comune;Provincia;Latitudine;Longitudine
33807;Celotto Nancy e C. sas;Agip Eni;Strada Statale;Eni di Celotto Nancy e C.sas;Statale 434 Transpolesana, Km. 22, dir. Rovigo 37050;ISOLA RIZZA;VR;45.28987488;11.18112355
5917;TotalErg SpA;Total Erg;Altro;ISOLA RIZZA;SS. 434 KM. 22+230  37050;ISOLA RIZZA;VR;45.29042764;11.18157684
39841;TOP FUEL DI DAL LAGO ERICA & C. S.A.S.;Total Erg;Strada Statale;TOTALERG ISOLA RIZZA;434 Transpolesana, Km. 22+350, Verona 37050;ISOLA RIZZA;VR;45.29040323;11.18155137
23140;SELLIS' BREAK DI RAMPONI LORIS & C. S.N.C.;Q8;Altro;SELLIS' BREAK DI RAMPONI LORIS &C. SNC;STRADA PROVINCIALE 38 PORCILANA KM.1+556  37030;LAVAGNO;VR;45.41362397;11.12620935
22990;COSTANZI RENZO;Tamoil;Strada Statale;TAMOIL di RENZO COSTANZI;Statale 11 Padana Superiore, Km. 313, dir. VICENZA 37050;LAVAGNO;VR;45.4194521;11.13144469
13173;F.LLI BERTASI S.N.C. DI BERTASI DAMIANO E C.;Agip Eni;Altro;Eni Lazise;Via Verona, 62 62 37017;LAZISE;VR;45.48787096;10.77258557
4688;NUOVA SIDAP  S.R.L.;Agip Eni;Altro;Lazise; S.S.CASTELNUOVO/AFFI KM.5+0,33  37017;LAZISE;VR;45.47968164;10.76483399
12790;CARLETTI PIETRO PAOLO;Agip Eni;Altro;Stazione ENI n. 3809 Carletti Pietro Paolo;VIA GARDESANA 129 37017;LAZISE;VR;45.49613102;10.73873477
6266;UGOLINI PETROLI S.R.L.;Pompe Bianche;Altro;UGOLINI LAZISE;VIA PESCHIERA 128 37017;LAZISE;VR;45.46061088;10.71696279
34668;RETITALIA  S.P.A.;Esso;Strada Statale;Verona Lazise;Statale 450 di Affi, Km. KM 4+800, dir. peschiera 37017;LAZISE;VR;45.4778837;10.76324478
29843;2 EMME SERVICE S.R.L.;Agip Eni;Altro;2 EMME SERVICE SRL;via Verona 144 37045;LEGNAGO;VR;45.18600841;11.25883117
10294;A & B SPA;Pompe Bianche;Altro;A&B S.p.A., Legnago;VIA MANTOVA SNC 37045;LEGNAGO;VR;45.19046741;11.29526764
10824;AZIENDA RICOMPRESSIONE METANO A.R.M. SRL;Pompe Bianche;Altro;AZIENDA RICOMPRESSIONE METANO;VIA PADANA INFERIORE OVEST 5 37045;LEGNAGO;VR;45.18598119;11.280545
29885;AZIENDA RICOMPRESSIONE METANO A.R.M. SRL;Pompe Bianche;Altro;AZIENDA RICOMPRESSIONE METANO;VIA PADANA INFERIORE OVEST 5 37045;LEGNAGO;VR;45.18598119;11.280545
34852;RETITALIA  S.P.A.;Esso;Strada Statale;CORRISPETTIVI LEGNAGO VIA DINO LIMONI;Statale 10 Padana Inferiore, Km. 333+880, dir. entrata al comune 37045;LEGNAGO;VR;45.20236726;11.28117464
10761;DEGANI MIRKO  &  C. SNC;Agip Eni;Altro;DEGANI MIRKO & C.SNC;VIA PADANA INFERIORE EST 14 37045;LEGNAGO;VR;45.20435975;11.31437168
25472;SUPERMERCATI TOSANO CEREA S.R.L.;Pompe Bianche;Altro;DISTRIBUTORE DI CARBURANTI TOSANO;VIA ZENATE, 37045;LEGNAGO;VR;45.18659634;11.26934409
5918;TotalErg SpA;Total Erg;Altro;LEGNAGO;VARIANTE S.S. 10 KM. 333+84  31048;LEGNAGO;VR;45.20296942;11.28092099
34550;RETITALIA  S.P.A.;Esso;Altro;LEGNAGO LOC. PORTO;VIA DEGLI ALPINI 19 37045;LEGNAGO;VR;45.19911447;11.31091766
11958;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;LEGNAGO-VIA MANTOVANA 14/A;VIA MANTOVANA 14/A 37045;LEGNAGO;VR;45.19337732;11.30041913
4280;OROGAS DI ZAMBONI ADRIANA E C. S.A.S.;Pompe Bianche;Strada Statale;OROGAS ;Statale 434 Transpolesana, Km. 34+674, dir. Verona 37045;LEGNAGO;VR;45.20212101;11.25550658
5618;OROGAS DI ZAMBONI ADRIANA E C. S.A.S.;Pompe Bianche;Altro;Orogas;Via Malon 10/12/14  37045;LEGNAGO;VR;45.19260427;11.29024001
35346;ENI FUEL S.P.A.;Agip Eni;Altro;PV 3768 Legnago;Via Mantova 22 37045;LEGNAGO;VR;45.1930041;11.29873562
15018;STAZIONE DI SERVIZIO AGIP DI CAVAZZA GIULIANA & C. S.A.S.;Agip Eni;Altro;"Stazione di Servizio ""ENI""di Cavazza Giuliana & C.sas";VIALE DON MINZONI 59 37045;LEGNAGO;VR;45.18427493;11.31410402
9426;MUHAMMAD ZIA;Firmin;Altro;muhammad zia;VIA GARDESANA CENTRO 284 37018;MALCESINE;VR;45.76520996;10.81092423
7442;GUARNATI S.N.C. DI GUARNATI ANGELO ANTONIO E C.;Q8;Altro;staz. serv. Q8;via Gardesana 310 37018;MALCESINE;VR;45.76670485;10.81147894
28237;DEGANI LUCIANO;Retitalia;Altro;RETITALIA;VIA CADILOI 48 37020;MARANO DI VALPOLICELLA;VR;45.53349142;10.91060266
32086;COSTANTIN DISTRIBUZIONE E SERVIZI SRL;Costantin;Altro;COSTANTIN MINERBE;Via Nazionale  37046;MINERBE;VR;45.23117655;11.36771382
10061;QUARTAROLO STEFANO;Agip Eni;Altro;quartarolo stefano;VIA CESARE BATTISTI  37046;MINERBE;VR;45.23857241;11.33452982
13598;MGM S.N.C. DI PRESSI MARIA RITA & C.;Agip Eni;Altro;MGM S.N.C. stazione di servizio AGIP;VIA ALPONE 51/A 37030;MONTECCHIA DI CROSARA;VR;45.47961093;11.26190163
7457;NIERO MARIO;Agip Eni;Altro;Stazione di servizio Niero Mario ENI;FRAZIONE COSTALUNGA VIA AROLDI 28 37032;MONTEFORTE D'ALPONE;VR;45.44649321;11.30226016
16405;FERRARI F.LLI DI FERRARI VITTORIO S.N.C.;Total Erg;Altro;TOTALERG;VIALE EUROPA 28 37032;MONTEFORTE D'ALPONE;VR;45.41536971;11.28188742
18984;ZENTI ANDREA;Pompe Bianche;Altro;DISTRIBUTORE CARBURANTI DI ZENTI ANDREA;VIA VALPOLICELLA 31 37024;NEGRAR;VR;45.49434853;10.94082311
4074;F.LLI DEGANI S.N.C. DI DEGANI FLAVIO E C.;Agip Eni;Altro;F.LLI DEGANI;VIA SAN VITO 64 37024;NEGRAR;VR;45.51091456;10.93400896
33065;RETITALIA  S.P.A.;Esso;Altro;S.M. Negrar;VIA STRADA NUOVA 5 37024;NEGRAR;VR;45.50075975;10.93747035
38354;DANESE MASSIMO;Agip Eni;Altro;Eni;via molino di sopra 22 37054;NOGARA;VR;45.19125226;11.05255187
9769;FR S.N.C. DI RODOLFO BORINI & FABIO RINALDI;Esso;Strada Statale;FR SNC;Statale 10 Padana Inferiore, Km. 310, dir. Mantova 37054;NOGARA;VR;45.17940302;11.04445964
29416;CORO S.R.L.;Total Erg;Altro;NI011916 NOGARA;Via G. Di Vittorio  41 37054;NOGARA;VR;45.16475428;11.07613586
33893;SETTANTA G.BATTISTA;Tamoil;Strada Statale;tamoil;Statale 12 dell'Abetone e del Brennero, Km. 256+10, dir. verona 37054;NOGARA;VR;45.18548438;11.05963558
36376;UNIONE GAS AUTO S.P.A.;Pompe Bianche;Altro;Unione Gas Auto Spa / My En - Nogara (VR);Via Maso 19 37054;NOGARA;VR;45.17676719;11.06592943
35571;DP OIL S.R.L.;Api-Ip;Altro;DP OIL;VIA VITTORIO VENETO 22 37060;NOGAROLE ROCCA;VR;45.27276872;10.8917442
32850;SALVETTI RETE S.R.L.;Ies;Autostradale;POVEGLIANO EST;Autostrada A22 BRENNERO-MODENA, Km. 75, dir. NORD 37060;NOGAROLE ROCCA;VR;45.29727139;10.89790106
32849;SALVETTI RETE S.R.L.;Ies;Autostradale;POVEGLIANO OVEST;Autostrada A22 BRENNERO-MODENA, Km. 240, dir. SUD 37060;NOGAROLE ROCCA;VR;45.29715819;10.8964473
23210;MUNARI S.N.C. DI MUNARI GIANLUCA & C.;Pompe Bianche;Altro;CARBURANTI TUTTOGALVAN;via del lupo - Cadeglioppi di Oppeano 9 37050;OPPEANO;VR;45.30365652;11.13399982
24566;GB SERVICE DI GAMBARINI COSTANTE;Pompe Bianche;Altro;GBSERVICE GAMBARINI;VIA VILLAFONTANA 35, 37050;OPPEANO;VR;45.29091149;11.08474426
30782;LORO F.LLI-S.P.A.;Loro;Altro;LORO F.LLI SPA;VIA ROMA 114 37050;OPPEANO;VR;45.30932339;11.17694292
26400;AL PARCO S.N.C. DI POZZANI ANDREA E C.;Tamoil;Altro;TAMOIL AL PARCO;VIA W. A. MOZART 40 37050;OPPEANO;VR;45.33993872;11.07018203
18169;A.G.N. SERVICE S.A.S. DI CAVATONI GIANNI & C.;Pompe Bianche;Altro;A.G.N. Service S.A.S.;VIA L. DA VINCI 2 37050;PALU';VR;45.32296992;11.15323836
39376;SERVICE PASTRENGO DI SCALA BIAGIO;Api-Ip;Altro;IP;VIA BRENNERO 15 37010;PASTRENGO;VR;45.49902076;10.79849839
26204;BONAFINI CHRISTIAN;Esso;Altro;BONAFINI CHRISTIAN;VIA BRENNERO 26 37026;PESCANTINA;VR;45.49497509;10.87553411
4065;COSTANTIN DISTRIBUZIONE E SERVIZI SRL;Costantin;Altro;Costantin PESCANTINA;VIA DEI SASSI SN 37026;PESCANTINA;VR;45.48505557;10.85936174
38204;IP SERVICES S.R.L.;Api-Ip;Altro;PESCANTINA - S.S.12;S.S. 12 KM. 301,070 snc 37026;PESCANTINA;VR;45.50312088;10.85180658
9770;QUARELLA F.LLI DI QUARELLA STEFANO E ROBERTO & C. S.N.C.;Esso;Altro;QUARELLA F.LLI SNC;VIA MADONNA 185 37026;PESCANTINA;VR;45.4849212;10.86798417
14493;GOLINI FEDERICO;Agip Eni;Altro;ENI STATION;VIA VENEZIA 76 37019;PESCHIERA DEL GARDA;VR;45.44203612;10.70592118
36823;ANTONINI CLAUDIO;Esso;Altro;esso;via venezia 23 37019;PESCHIERA DEL GARDA;VR;45.44096194;10.70056541
28229;ZANONI DANILO;Api-Ip;Altro;IP PESCHIERA;PIAZZALE PORTO  37019;PESCHIERA DEL GARDA;VR;45.43951048;10.69238137
28230;ZANONI DANILO;Api-Ip;Altro;IP PESCHIERA S.BENEDETTO;VIA BELL'ITALIA  44 ;PESCHIERA DEL GARDA;VR;45.44773103;10.66807866
23356;SMA S.P.A.;Pompe Bianche;Altro;SIMPLY;VIA NUOVA TANGENZIALE  37019;PESCHIERA DEL GARDA;VR;45.4332741;10.68244457
5253;SAN MARCO PETROLI DISTRIBUZIONE S.R.L.;San Marco Petroli;Altro;SMP PESCHIERA DEL GARDA; LUNGOMINCIO BONOMI  37019;PESCHIERA DEL GARDA;VR;45.43844393;10.69931835
34408;BROGNARA GIANNI E C. S.N.C.;Total Erg;Altro;stazione di servizio TOTALERG;VIA CIRCONVALLAZIONE 1 37019;PESCHIERA DEL GARDA;VR;45.43608697;10.71035615
39465;TRABUIO MAURO;Agip Eni;Altro;Trabuio Mauro;VIA MILANO 26 37019;PESCHIERA DEL GARDA;VR;45.44010147;10.68547738
27619;MAILLI FABRIZIO;Tamoil;Altro;Area di Servizio Tamoil;VIA VITTORIO VENETO 110 37064;POVEGLIANO VERONESE;VR;45.3486309;10.86455852
29604;DISTRIBUTORE ENI DI BIANCHIN GIANPAOLO;Agip Eni;Altro;DISTRIBUTORE ENI di BIANCHIN GIANPAOLO;VIA ROMA 8 37040;PRESSANA;VR;45.28503983;11.40146032
38784;GHULAM DINGA DI ARSHAD USMAN SAS;Q8;Altro;Q8;VIA DELL'INDUSTRIA OVEST 10 37010;RIVOLI VERONESE;VR;45.5423755;10.80255389
22292;CZ S.N.C. DI CABITZA SERGIO E C.;Esso;Altro;STAZIONE ESSO VIA SABBIONI 7;VIA SABBIONI 7 37010;RIVOLI VERONESE;VR;45.5764597;10.8043094
36161;BUSSINELLO S.R.L.;Pompe Bianche;Altro;Impianto Verona Petroli - Terrossa di Roncà;VIA ALPONE 2 37030;RONCA';VR;45.46008382;11.31701621
34026;LORO F.LLI-S.P.A.;Loro;Altro;LORO F.LLI SPA;VIA FONTANELLE SN 37055;RONCO ALL'ADIGE;VR;45.35163933;11.20687813
12477;VALERIO CLAUDIO;Agip Eni;Altro;stazione rifornimento agip;VIA XX SETTEMBRE  37055;RONCO ALL'ADIGE;VR;45.33838067;11.23303637
22318;GHULAM DI GHULAM SARWAR & C. S.A.S.;Total Erg;Altro;VERONA, ZEVIO;VIA FRACANZANA, 4/B;RONCO ALL'ADIGE;VR;45.35560735;11.17665499
21214;TREVISANI ILDE;Pompe Bianche;Altro;DISTRIBUTORE ROVERE';PIAZZA V.EMANUELE 1 37028;ROVERE' VERONESE;VR;45.59315578;11.06574788
13759;TREVISANI LORENZA;Pompe Bianche;Altro;LORO FRATELLI;PIAZZA ROCCO 2 37028;ROVERE' VERONESE;VR;45.55178875;11.08640074
25464;FRENIC SERVICE S.R.L.;Pompe Bianche;Altro;LORO ROVEREDO DI GUA';ZONA INDUSTRIALE ARTIGIANALE SNC, 37040;ROVEREDO DI GUA';VR;45.27729859;11.44190133
36856;D.A.R.M. PETROLI S.R.L.;Pompe Bianche;Altro;DARM SALIZZOLE ;VIA CAPITELLO 52 37056;SALIZZOLE;VR;45.23785583;11.10138148
10544;FERRARINI MANUELE;Agip Eni;Altro;Agip ferrarini manuele;via ofia, strada porcilana, villa bella di san bonifacio 9 37047;SAN BONIFACIO;VR;45.39466352;11.24718636
39950;VENTURINI LUCA;Api-Ip;Altro;api;via quattro strade 74a 37047;SAN BONIFACIO;VR;45.40505816;11.27707154
39766;B PETROL SRL;Pompe Bianche;Altro;B-PETROL SRL;VIA PORCILANA  38 37047;SAN BONIFACIO;VR;45.38786405;11.25211224
32986;RP CARBURANTI SAS DI PAOLO RIGHI & C.;Agip Eni;Strada Statale;ENI - RP Carburanti Sas;Statale 11 Padana Superiore, Km. n.19, dir. Verona 37047;SAN BONIFACIO;VR;45.40586772;11.24517846
19896;FRIGOTTO CARBURANTI S.N.C. DI FRIGOTTO MASSIMO & C.;Esso;Altro;FRIGOTTO CARBURANTI ;VIA CA' DELL'ORA S.N. 37047;SAN BONIFACIO;VR;45.42005868;11.33415967
12494;BUSSINELLO S.R.L.;Pompe Bianche;Altro;Impianto Verona Petroli - San Bonifacio;S.P. N.38 PORCILANA SN 37047;SAN BONIFACIO;VR;45.38605941;11.27376571
5168;METANO GAS *SAN BONIFACIO SOCIETA' A R.L.;Pompe Bianche;Altro;Metano Gas San Bonifacio;VIA MARCO POLO 20 37047;SAN BONIFACIO;VR;45.40729737;11.26475886
12984;PRETO GIORGIO;Agip Eni;Altro;PRETO GIORGIO;VIA FONTANELLE 54 37047;SAN BONIFACIO;VR;45.38286744;11.28237426
11965;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;SAN BONIFACIO-SP 38 PORCILIANA-SOAVE;SP 38 PORCILIANA-SOAVE S/N 37047;SAN BONIFACIO;VR;45.39459519;11.2479751
13149;GIULIA S.N.C. DI SIMONCELLO ANDREA & TESSARI VILMA;Agip Eni;Altro;Stazione Agip GIULIA SNC;STRADA REGIONALE 11 75 37047;SAN BONIFACIO;VR;45.40418334;11.27333171
16824;CARBURANTI PANDIAN S.A.S. DI PANDIAN ANDREA & C.;Agip Eni;Altro;CARBURANTI PANDIAN S.A.S. DI PANDIAN ANDREA& C.;VIALE DELL'INDUSTRIA 78 37035;SAN GIOVANNI ILARIONE;VR;45.50786219;11.24464047
12191;GAZZO ROBERTO;Retitalia;Altro;RETITALIA;VIA A. DE GASPERI 200 37035;SAN GIOVANNI ILARIONE;VR;45.53162023;11.23342663
16416;GIANESINI CRISTIAN;Agip Eni;Altro;3871;VIA DELLA VITTORIA 63 37057;SAN GIOVANNI LUPATOTO;VR;45.35465311;11.04478479
31805;A & B SPA;Pompe Bianche;Altro;A&B al faro;via federico garofoli 282 37057;SAN GIOVANNI LUPATOTO;VR;45.39627777;11.02675948
27775;A & B SPA;Pompe Bianche;Altro;A&B S.p.A. San Giovanni Lupatoto;Via Garofoli 201 37057;SAN GIOVANNI LUPATOTO;VR;45.39333697;11.03082568
10672;NUOVA MILLENNIUM S.N.C. DI COMPRI MARCO E ZEBA GIUSEPPE;Pompe Bianche;Altro;Al Risparmio di San Giovanni Lupatoto;VIA MONTE PASTELLO 15/A 37057;SAN GIOVANNI LUPATOTO;VR;45.39666244;11.01803988
8493;BALLAN GIUSEPPE DEI F.LLI DAL PIN ALESSANDRO E DAL PIN MIRKO S.N.C.;Agip Eni;Altro;ENI;via Federico Garofoli 270 37057;SAN GIOVANNI LUPATOTO;VR;45.39486241;11.02894306
8174;DALLA BERNARDINA F.LLI S.R.L.;Pompe Bianche;Altro;DB Fuel - San Martino B.A.;VIA ZEVIANA 60 37036;SAN MARTINO BUON ALBERGO;VR;45.41930259;11.07659831
21243;DE TOGNI FRANCESCO;Agip Eni;Altro;DE TOGNI FRANCECO;VIA NAZIONALE 81 37036;SAN MARTINO BUON ALBERGO;VR;45.42091942;11.11790791
30000;BUSSINELLO S.R.L.;Pompe Bianche;Altro;Impianto Verona Petroli - Loc. Balon;VIA NAZIONALE - LOC. BALON 58 37036;SAN MARTINO BUON ALBERGO;VR;45.42133548;11.10818759
12489;BUSSINELLO S.R.L.;Pompe Bianche;Altro;Impianto Verona Petroli - Nazionale;VIA NAZIONALE 11 37036;SAN MARTINO BUON ALBERGO;VR;45.42244389;11.09923493
15031;IPER MONTEBELLO S.P.A.;Pompe Bianche;Altro;IPER VERONA;VIA DELL'INFORMATICA 16/18 37036;SAN MARTINO BUON ALBERGO;VR;45.41412086;11.09097049
5154;METANAUTO S. MARTINO SRL;Pompe Bianche;Altro;METANAUTO S.MARTINO S.R.L.;VIA QUATTRO RUOTE 1 37036;SAN MARTINO BUON ALBERGO;VR;45.4180361;11.10341292
38315;M&M DI MENGHIN NICOLA & C. SNC;Esso;Altro;Nicola Menghin;via Nazionale 68 37030;SAN MARTINO BUON ALBERGO;VR;45.42088384;11.1130397
40180;GESTIONI EUROPA - SOCIETA' PER AZIONI;Total Erg;Altro;San Martino B.A. Porcilana;Strada Porcilana 28 37036;SAN MARTINO BUON ALBERGO;VR;45.41346374;11.12486556
26641;GESTIONI EUROPA - SOCIETA' PER AZIONI;Total Erg;Altro;San Martino Buon Albergo;Via XX Settembre  70/B 37036;SAN MARTINO BUON ALBERGO;VR;45.42435096;11.0856691
16946;SPRINT S.R.L.;Esso;Altro;SPRINT SRL;VIA S. ANTONIO 27 37036;SAN MARTINO BUON ALBERGO;VR;45.42571991;11.07873961
7796;GIORGIO SPREA S.R.L.;Pompe Bianche;Altro;Giorgio Sprea S.r.l.;VIA CARA 14 37030;SAN MAURO DI SALINE;VR;45.54779867;11.12136662
36857;D.A.R.M. PETROLI S.R.L.;Pompe Bianche;Altro;SAN PIETRO DI MORUBIO;VIA DANTE ALIGHIERI FRAZ. BONAVICINA 10 37050;SAN PIETRO DI MORUBIO;VR;45.24526959;11.18230263
19976;VIGILANTE GERARDO;Repsol;Altro;REPSOL;Via Don Cesare Biasi 45C 37029;SAN PIETRO IN CARIANO;VR;45.51763193;10.9117198
6509;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;SAN PIETRO IN CARIANO DANTE 91;VIA DANTE 91 37029;SAN PIETRO IN CARIANO;VR;45.52366047;10.87503657
14956;CORSI ADRIANO;Tamoil;Altro;TAMOIL;Via Valpolicella 18/B 37029;SAN PIETRO IN CARIANO;VR;45.51834873;10.8900442
18650;ZAMPINI ROSALBA;Pompe Bianche;Altro;TAP S.PIETRO IN CARIANO;STRADA PROVINCIALE 1 KM 2,4 SNC 37029;SAN PIETRO IN CARIANO;VR;45.51985822;10.87286398
6264;UGOLINI PETROLI S.R.L.;Pompe Bianche;Altro;UGOLINI S.PIETRO IN CARIANO;VIA MARCONI 6 37029;SAN PIETRO IN CARIANO;VR;45.51455565;10.89343786
4860;METANAUTO GROUP SRL;Metanauto Group;Altro;_Metanauto Group srl;VIALE BRENNERO  37029;SAN PIETRO IN CARIANO;VR;45.48232128;10.93277648
33280;PERETTI OTTORINO;Retitalia;Altro;RETITALIA;VIA DEGLI ALPINI 10 37010;SAN ZENO DI MONTAGNA;VR;45.63218897;10.72679166
6504;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;SANGUINETTO S.S. 10;S.S. 10 SNC 37058;SANGUINETTO;VR;45.18447104;11.14915072
39146;POLI LEONARDO;Total Erg;Strada Statale;TOTALERG;10 Padana Inferiore, Km. 320, MANTOVA 37058;SANGUINETTO;VR;45.17615402;11.15576729
11159;MODENA S.A.S. DI MODENA NICOLA & C.;Agip Eni;Altro;eni;via napoleone, 36;SANT'AMBROGIO DI VALPOLICELLA;VR;45.52591908;10.81660599
4985;FORNASARI F.LLI S.N.C. DI FORNASARI MASSIMO E ROBERTO;Repsol;Strada Statale;REPSOL ITALIA;Statale 12 dell'Abetone e del Brennero, Km. 303,302, dir. TRENTO 37015;SANT'AMBROGIO DI VALPOLICELLA;VR;45.51184685;10.82721815
28402;M.G. GESTIONI S.N.C. DI RIZZI MANUEL E GIORGIO;San Marco Petroli;Altro;SAN MARCO PETROLI;VIA CASE SPARSE PIGNA 13 37015;SANT'AMBROGIO DI VALPOLICELLA;VR;45.52133196;10.85412607
5256;SAN MARCO PETROLI DISTRIBUZIONE S.R.L.;San Marco Petroli;Altro;SMP SANT'AMBROGIO DI VALPOLICELLA;VIA MATTEOTTI 8 37010;SANT'AMBROGIO DI VALPOLICELLA;VR;45.52171533;10.83577439
34273;RETITALIA  S.P.A.;Esso;Altro;Verona Domegliara;VIA A. DE GASPERI 10/12 37015;SANT'AMBROGIO DI VALPOLICELLA;VR;45.50724317;10.83793558
30979;MAROGNA ANGELO;Api-Ip;Altro;STAZIONE DI SERVIZIO MAROGNA ANGELO;VIA CORRUBIO 26 37020;SANT'ANNA D'ALFAEDO;VR;45.59542967;10.95928274
36917;PICCOLI SABRINA;Esso;Altro;PICCOLI SABRINA;VIALE DELLA VITTORIA 98 37038;SOAVE;VR;45.41481789;11.24765508
22213;MASIERO S.N.C. DI MASIERO MARIO E CARLO & C.;Agip Eni;Autostradale;SCALIGERA;Autostrada A4 BRESCIA--PADOVA, Km. 146.2, dir. OVEST 37038;SOAVE;VR;45.41169193;11.23176098
3561;NUOVA SIDAP  S.R.L.;Esso;Autostradale;SCALIGERA;Autostrada A4 BRESCIA--PADOVA, Km. 176.2, dir. Est;SOAVE;VR;45.41054897;11.23412669
31121;OASI BLU S.N.C. DI GIRARDI ALBERTO E C.;Pompe Bianche;Altro;BIANCA;VIA DELL'ARTIGIANATO 100 37066;SOMMACAMPAGNA;VR;45.40931655;10.87953754
8173;DALLA BERNARDINA F.LLI S.R.L.;Pompe Bianche;Altro;DB fuel - Sommacampagna;Via Circonvallazione Europa  37066;SOMMACAMPAGNA;VR;45.40986724;10.85410997
36160;BUSSINELLO S.R.L.;Pompe Bianche;Altro;Impianto Verona Petroli - Sommacampagna;VIA DELL'INDUSTRIA 54 37066;SOMMACAMPAGNA;VR;45.39624187;10.8469981
37405;SAC SNC DI CORDIOLI ANDREA E C.;Api-Ip;Autostradale;MONTE BALDO EST;Autostrada A4 BRESCIA--PADOVA, Km. 147.223, dir. Est 37066;SOMMACAMPAGNA;VR;45.41365504;10.87107897
3575;CARBURANTI MONTE BALDO NORD S.N.C. DI GALANTE ALESSANDRO E C.;Agip Eni;Autostradale;MONTE BALDO OVEST;Autostrada A4 BRESCIA--PADOVA, Km. 149.941, dir. Ovest;SOMMACAMPAGNA;VR;45.41172544;10.90069056
6160;OASI BLU S.N.C. DI GIRARDI ALBERTO E C.;Tamoil;Altro;OASI BLU;VIA DELL'ARTIGIANATO 100 37066;SOMMACAMPAGNA;VR;45.40942028;10.87971211
8176;DALLA BERNARDINA F.LLI S.R.L.;Q8;Altro;Q8 - Catullo;VIA AEROPORTO 20 37066;SOMMACAMPAGNA;VR;45.40993783;10.90394291
28973;S.I.A. ENGINEERING CONSTRUCTION S.R.L.;Sia fuel;Altro;Sia Fuel Sommacampagna;VIA OSTERIA GRANDE 32 37066;SOMMACAMPAGNA;VR;45.40928812;10.84941208
8175;DALLA BERNARDINA F.LLI S.R.L.;Pompe Bianche;Altro;DB fuel - La Grande Mela;VIA TRENTINO 3 37060;SONA;VR;45.44054123;10.86239666
24858;BERTASI ALFEO DI BERTASI ALFEO E FIGLI S.N.C.;Agip Eni;Altro;Eni Sona;VIA CIVEL 1 37060;SONA;VR;45.43984632;10.85056455
10395;GIGI GOMME DI CASTIONI ADELINO & C. S.A.S.;Q8;Altro;GIGI GOMME SAS;VIA CASE NUOVE 4 37060;SONA;VR;45.43349856;10.89255686
11955;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;SONA-VIA BOSCO 22 SS. 11;VIA BOSCO 22 SS. 11 22 37060;SONA;VR;45.4433799;10.81971128
23229;MORESCHI ALBERTO;Api-Ip;Altro;MORESCHI ALBERTO;VIA OBERDAN 9 37060;SORGA';VR;45.18486109;11.00892507
38736;COSTANTIN S.P.A.;Costantin;Altro;COSTANTIN TERRAZZO;via baldini sinistra 84 37040;TERRAZZO;VR;45.173616;11.38919689
10769;ZAMAN MOHAMMAD;Q8;Altro;Q8 ;VIA GARDESANA 128 37010;TORRI DEL BENACO;VR;45.60976036;10.68694568
13911;CASTAGNA S.N.C. DI CASTAGNA ANDREA E CASTAGNA LUISA;Esso;Altro;CASTAGNA SNC;VIA DEI BANDI 62 37039;TREGNAGO;VR;45.52213613;11.16305759
14617;FILIPPOZZI ELENA E PIETRO S.N.C.;Agip Eni;Altro;FILIPPOZZIELENAEPIETROSNC;VIA ALEARDO ALEARDI 19 37039;TREGNAGO;VR;45.56078166;11.15522769
38915;CORDIOLI ALBERTO;Tamoil;Altro;TM03435;VIA DANTE ALIGHIERI 12 37060;TREVENZUOLO;VR;45.27219708;10.9339884
25756;PASQUALI CARBURANTI S.A.S. DI PASQUALI ANDREA & C.;Agip Eni;Altro;ENI PASQUALI CARBURANTI;VIA VILLAFRANCA 357 37067;VALEGGIO SUL MINCIO;VR;45.35687543;10.75257093
38037;KEROPETROL S.P.A.;KEROPETROL;Altro;KEROPETROL SPA VALEGGIO SUL MINCIO;SP DEL SERRAGLIO KM 1+370 SNC 37067;VALEGGIO SUL MINCIO;VR;45.3563296;10.75086111
29405;LORO F.LLI-S.P.A.;Loro;Altro;LORO F.LLI SPA;VIA CAVOUR 26 37067;VALEGGIO SUL MINCIO;VR;45.3604676;10.73532707
29465;MASEL DI MARA GROSSETTI;Pompe Bianche;Altro;Nuova Petroli;Via Antonio Murari 80 37067;VALEGGIO SUL MINCIO;VR;45.35707811;10.73516129
27134;T.D.M. S.R.L.;Tamoil;Altro;1657;Verona via Legnago 124 37134;VERONA;VR;45.40979239;10.99897474
22645;T.D.M. S.R.L.;Tamoil;Altro;1956;CORSO MILANO 32 37138;VERONA;VR;45.44371642;10.96963396
23849;T.D.M. S.R.L.;Tamoil;Altro;7089;via palladio 9, 37138;VERONA;VR;45.43054558;10.97830027
10295;A & B SPA;Pompe Bianche;Altro;A&B S.p.A. San Massimo;VIA DON G. TREVISANI 74 37139;VERONA;VR;45.44108437;10.94761044
10293;A & B SPA;Pompe Bianche;Altro;A&B S.p.A., Gardesane;VIA GARDESANE 51 37133;VERONA;VR;45.45189476;10.92665434
37245;A & B SPA;Pompe Bianche;Altro;A&B Torbido;Via Torbido 15/a 37139;VERONA;VR;45.43552101;11.01244412
